5541 Szarvas, Vajda P. u. 7. | evangélikus egyház
5551 Csabacsüd, Petőfi u.51-53. | evangélikus egyház
5055 Jászladány, Kossuth L.u.106. | önkormányzat
5055 Jászladány, Kossuth L. út 116. | katolikus egyház
7400 Kaposvár, Füredi u. 53. | non-profit szervezet
8182 Berhida-Peremarton-gyártelep, Hasrangvirág u.1. | református egyház
8500 Pápa, Vörösmarty u. 12. | önkormányzat
8500 Pápa, Barát u. 3. és 4-6. | önkormányzat
8500 Pápa, Teveli u. 3. | önkormányzat
3060 Pásztó, Sport út 4-6. | önkormányzat
7362 Vásárosdombó, Margitmajor 9. | katolikus egyház
7623 Pécs, Tüzér u. 7. | önkormányzat
7624 Pécs, Szent István tér 13. | katolikus egyház
7720 Pécsvárad, Dózsa Gy. u. 2/a. | többcélú kistérségi társulás
2533 Bajót, Péliföldszentkereszt hrsz: 078. | egyesület
2711 Tápiószentmárton, Ady E. u. 35. | állam
2750 Nagykőrös, Ady Endre u. 16. | állam
2119 Pécel, Ady E.u.8. | állam
2251 Szentlőrinckáta, Kossuth L. u. 20. | állam
2194 Tura, Szent I.u.79. | állam
2111 Szada, Kisfaludy u.4. | állam
2300 Kiskunlacháza, Külsőráckevei út 194. | állam
2300 Ráckeve, Kazinczy u.23. | állam
1201 Budapest, Nagy Györy István u.29-31/a | önkormányzat
3250 Pétervására, Ifjúság u. 7. | önkormányzat
3433 Nyékládháza, Vasút u. 2/a | alapítvány
6640 Csongrád, Szent Imre u. 19. | önkormányzat
2096 Üröm, Dózsa Gy. út 30. | non-profit szervezet
8044 Kincsesbánya, József A.u.13. | non-profit szervezet
7191 Hőgyész, Ady E. u. 4. | alapítvány
3388 Poroszló, Alkotmány u. 7. | önkormányzat
2016 Leányfalu, Móricz Zsigmond u. 177. | non-profit szervezet
4465 Rakamaz, Szent István u. 131. | önkormányzati társulás
4961 Zsarolyán, Fő u. 16. | református egyház
5501 Gyomaendrőd, Fő u. 167-169. | református egyház
4150 Püspökladány, Karcagi u. 26. | református egyház
5530 Vésztő, Bartók tér 6. | református egyház
5322 Tiszaszentimre, Kossuth 2. (az otthon a Samu Kastély külterületen van ) | református egyház
6647 Csanytelek, Kossuth u.39. | többcélú kistérségi társulás
4501 Kemecse, Szent I. u. 43. | többcélú kistérségi társulás
7551 Lábod, Kossuth u. 43. | többcélú kistérségi társulás
7500 Nagyatád, Széchenyi tér 3-4. | többcélú kistérségi társulás
8083 Csákvár, Szent Vince u. 2. | katolikus egyház
2621 Verőce, Migazzi u. 1. | katolikus egyház
6066 Tiszaalpár, Istvánújfalu 87. | katolikus egyház
2654 Romhány, Zrínyi u. 2. | önkormányzat
3770 Sajószentpéter, Somogyi Béla út 2-4. | állam
8181 Berhida, Honvéd u. 16-18. | kiemelt közhasznú alapítvány
7000 Sárbogárd, Tompa M.u.44. | református egyház
5721 Sarkad, Gyulai út  8. | többcélú kistérségi társulás
2624 Szokolya, Fő út 44-46. | alapítvány
1146 Budapest, Hermina  u.51. | református egyház
1195 Budapest, József A. u. 77. | önkormányzat
1028 Budapest, Patakhegyi u. 83-85. | non-profit szervezet
4400 Nyíregyháza, Széchenyi u.15. | katolikus egyház
7800 Siklós, Járó P. u.42. | többcélú kistérségi társulás
1196 Budapest, Esze T. u. 123. | református egyház
8600 Siófok, Korányi u. 1/a. | önkormányzat
2244 Úri, Rákóczi u. 37. | alapítvány
6230 Soltvadkert, Bocskai u.12. | református egyház
8660 Tab, Kossuth u.107. | állam
7463 Patalom, Bucsi Ignác u. 1. | állam
7562 Segesd, Kossuth u. 1. | állam
7538 Kálmáncsa, Kossuth u. 1. | állam
7531 Kőkút-Gyöngyöspuszta, 7531 Kőkút - Gyöngyöspuszta, Gyöngyöspuszta 1. | állam
7516 Berzence, Lakótelep 3. | állam
7443 Somogyjád, Fő utca 8. | önkormányzati társulás
9400 Sopron, Szent Margit u.2. | non-profit szervezet
9400 Sopron, Balfi u. 80. | önkormányzat
9400 Sopron, József A. u. 5. | önkormányzat
4400 Nyiregyháza, Hősők tere 5. | állam
4352 Mérk, Hunyadi u.183. | állam
4752 Győrtelek, Kossuth L. u. 141. | állam
4700 Mátészalka, Móricz Zs. u. 73. | református egyház
6724 Szeged, Zákány u. 25. | non-profit szervezet
6722 Szeged, Jósika u. 20. | egyéb egyház
5510 Dévaványa, Jéggyár u. 47. | többcélú kistérségi társulás
9022 Győr, Apáca u. 41. | katolikus egyház
4972 Gacsály, Petőfi u.29. | katolikus egyház
5675 Telekgerendás,  Tanya 273. | alapítvány
9024 Győr, Öveges József út 7. | alapítvány
2049 Diósd, Apponyi u. 10-12. | alapítvány
4233 Balkány, Kossuth u.28. | katolikus egyház
9107 Tét, Fő u.73. | egyéb gazdasági társaság
2944 Bana, Zrinyi M.u.3. | non-profit szervezet
1224 Budapest, Dózsa Gy. u. 98. | kiemelt közhasznú alapítvány
8420 Zirc, Köztársaság u.2. | katolikus egyház
2524 Nagysáp, Granárium domb 1. | non-profit szervezet
3704 Berente, Ady Endre u. 7-11. | önkormányzat
7300 Komló, Liliom u. 9. | non-profit szervezet
7300 Komló, Pécsi út 42. | non-profit szervezet
2660 Balassagyarmat, Markusovszky út 1. | önkormányzat
3000 Hatvan, Mártirok útja 3. | katolikus egyház
2335 Taksony, Szent Imre u.10. | alapítvány
4030 Debrecen, Tátra u.2-6. | katolikus egyház
5661 Újkígyós, Radnóti u. 1/1. | katolikus egyház
3508 Miskolc, Szeretet u. 15. | katolikus egyház
5925 Gerendás, Petőfi u. 5. | katolikus egyház
3232 Mátrafüred, Üdülősor  29. | katolikus egyház
2421 Nagyvenyim, Táncsics M. u. 6. | katolikus egyház
2534 Tát, Szent György tér 1. | önkormányzat
4446 Mándok, Mónus Illés u. 20/b. | katolikus egyház
2737 Ceglédbercel, Pesti u. 50. | non-profit szervezet
5800 Mezőkovácsháza, Vásárhelyi u. 2. | non-profit szervezet
1214 Budapest, Béke tér 13. | katolikus egyház
2083 Solymár, Rákóczi u. 4. | katolikus egyház
4220 Hajdúböszörmény, Apaffy M. u. 106. | egyesület
3751 Szendrőlád, Dózsa Gy.út 1. | önkormányzat
8330 Sümeg, Rendeki út 14. | egyesület
4405 Nyíregyháza, Tünde u. 18. | református egyház
3232 Mátrafüred, Hegyalja út 7. | katolikus egyház
2536 Nyergesújfalu, Kossuth L. u. 3. | katolikus egyház
9661 Vasegerszeg, Rákóczi u. 39/A | non-profit szervezet
4446 Mándok, Mónus Illés u.20. | katolikus egyház
4341 Nyírvasvári, Bátori u. 3. | katolikus egyház
1085 Budapest, Mária u. 20. | katolikus egyház
6600 Szentes, Kossuth tér 4. | református egyház
5700 Gyula, Széchenyi u. 63. | többcélú kistérségi társulás
3526 Miskolc, Eperjesi u.5. | non-profit szervezet
8100 Várpalota, Honvéd u. 2. | önkormányzat
7621 Pécs, Tímár u. 5. | izraelita egyház
2315 Szigethalom, Rákóczi F. u. 147. | önkormányzat
1108 Budapest, Újhegyi sétány 1-3. | non-profit szervezet
2767 Tápiógyörgye, Deák F. u. 12. | egyéb egyház
3426 Borsodgeszt, Fő u.57. | református egyház
6100 Kiskunfélegyháza, Nádasdy u. 12. | önkormányzat
4564 Nyírmada, Petőfi u.1. | önkormányzat
3022 Lőrinci, Erőmű tér 37. | önkormányzat
7144 Decs, Ady E. u. 6. | non-profit szervezet
8700 Marcali, Noszlopy G. u. 1. | többcélú kistérségi társulás
4946 Tiszakóród, Kossuth u.45. | önkormányzat
7695 Mecseknádasd, Rákóczi u. 2. | többcélú kistérségi társulás
6440 Jánoshalma, Hunyadi L.2. | non-profit szervezet
7815 Harkány, Ady E. u. 34./b | non-profit szervezet
4644 Mándok, Petőfi út 23. | többcélú kistérségi társulás
1013 Budapest, Krisztina krt. 61/a. | katolikus egyház
3800 Szikszó, Bethánia köz 6. | katolikus egyház
2451 Ercsi, Lejtő sor 1. | önkormányzat
7940 Szentlőrinc, Munkácsy M. u. 1-3. | önkormányzat
6455 Katymár, Szent István király  u. 28. | önkormányzat
3783 Edelény, Árpád út. 29. | önkormányzat
4124 Esztár, Árpád u. 23. | önkormányzati társulás
4274 Hosszúpályi, Debreceni u. 2/c | önkormányzat
4287 Vámospércs, Nagy u. 28. | önkormányzat
4126 Kismarja, Fő u.16. | önkormányzati társulás
4502 Vasmegyer, Kossuth u.104. | többcélú kistérségi társulás
7400 Kaposvár, Vak Bottyán u. 1. | önkormányzat
5000 Szolnok, Vízpart krt. 3. | többcélú kistérségi társulás
5000 Szolnok, Eötvös tér 7. | többcélú kistérségi társulás
5000 Szolnok, Kaán K. út 20. | többcélú kistérségi társulás
5000 Szolnok, Abonyi út 32. | többcélú kistérségi társulás
5085 Rákoczifalva, Kossuth u.13. | többcélú kistérségi társulás
5948 Kaszaper-Pusztaszőlős, Dózsa tér 7. | önkormányzat
9700 Szombathely, Középhegyi út 1. | állam
9700 Szombathely, Körmendi u. 2. | evangélikus egyház
1029 Budapest, Báthori L. u. 8. | evangélikus egyház
2143 Kistarcsa, Szt. László u. 2. | evangélikus egyház
2457 Adony, Kossuth L.u.15. | katolikus egyház
8184 Balatonfüzfő, Gagarin u.22. | non-profit szervezet
2760 Nagykáta, Petőfi S. u. 4/a. | többcélú kistérségi társulás
3258 Tarnalelesz, Szabadság u. 48. | önkormányzat
2800 Tatabánya, Május 1. park 1. | többcélú kistérségi társulás
2800 Tatabánya, Cseri u. 34. | többcélú kistérségi társulás
2890 Tata, Fényes Fasor 2. | többcélú kistérségi társulás
6066 Tiszaalpár, Ady E. u. 94. | non-profit szervezet
2089 Telki, Kórház fasor 1. | állam
8380 Héviz, Honvéd u.2. | önkormányzat
5501 Gyomaendrőd, Mirhóháti u.8. | önkormányzat
5501 Gyomaendrőd, Mirhóháti u. 1-5. | önkormányzat
5501 Gyomaendrőd, Blaha u.2- 6. | önkormányzat
5501 Gyomaendrőd, Kondorosi út 1. | önkormányzat
5350 Tiszafüred, Bajcsy Zs. út 50/a. | többcélú kistérségi társulás
5464 Tiszainoka, Felszabadulás út 15. | önkormányzat
4831 Tiszaszalka, Bajcsy Zs. u. 11. | önkormányzati társulás
3580 Tiszaújváros, Bartók Béla u. 1-3. | önkormányzat
4933 Beregsurány, Árpád u.52. | állam
3910 Tokaj, Bodrogkeresztúri út 52. | önkormányzat
7020 Dunaföldvár, Paksi u. 70. | állam
7150 Szekszárd, Palánki u. 2. | állam
7140 Bátaszék, Bezerédi u. 13. | állam
2484 Agárd, Tópart u. 13. | non-profit szervezet
5451 Öcsöd, Hunyadi út 57. | önkormányzat
5940 Tótkomlós, Széchenyi u. 18. | önkormányzat
5940 Tótkomlós, Fő u. 43. | evangélikus egyház
2660 Balassagyarmat, Deák Ferenc út 22. | evangélikus egyház
7255 Nagyberki, Fő u.13. | egyesület
1115 Budapest, Fraknó u. 7. | önkormányzat
1042 Budapest, Liszt F. u. 7. | izraelita egyház
9323 Jobaháza, Kossuth u.8. | református egyház
8452 Szőc, Határvölgy 1. | református egyház
8596 Pápakovácsi, Attyapuszta 4. | református egyház
9097 Mezőörs, Fő u.66. | református egyház
9100 Tét, Fő utca 129/a. | egyéb gazdasági társaság
2600 Vác, Burgundia u. 9-11. | önkormányzat
2600 Vác, Rádi u. 48/a. | önkormányzat
2600 Vác, Arany J. u. 1-3. | önkormányzat
2310 Szigetszentmiklós, Kossuth L . u. 19. | önkormányzat
2440 Százhalombatta, Liszt Ferenc sétány 4. | önkormányzat
3630 Putnok, Szkala B. u. 20. | önkormányzat
9970 Szentgotthárd, Arany J. u. 3. | többcélú kistérségi társulás
5650 Mezőberény, Puskin u. 1. | önkormányzat
2085 Pilisvörösvár, Rákóczi u. 5. | önkormányzati társulás
4900 Fehérgyarmat, Tömöttvár u. 29-31. | többcélú kistérségi társulás
9746 Acsád, Semmelweis tér. 1. | állam
9631 Hegyfalu, Kossuth u. 2.  | állam
9730 Kőszeg, Kálvária u. 14. | állam
9730 Kőszeg, Munkácsy u. 15. | állam
9739 Kőszegpaty, Kossuth u. 5. | állam
9734 Peresznye, Hunyadi u. 85. | állam
9632 Sajtoskál, Rákoczi u.1. | állam
9700 Szombathely, Gagarin u. 5. | állam
9825 Oszkó, Petőfi S. u. 1/A. | állam
9800 Táplánszentkereszt, Táncsis M.u.22. | állam
9800 Vasvár, Petőfi u.14. | állam
6521 Vaskút, Damjanich u. 75. | önkormányzat
2112 Veresegyház, Fő u.106. | önkormányzat
4283 Létavértes, Irinyi u. 7. | református egyház
9532 Külsővat, Béri B. Á. u. 1. | református egyház
8200 Veszprém, Török Ignác u. 10. | többcélú kistérségi társulás
3232 Mátrafüred, Üdülősor 58. | non-profit szervezet
3132 Nógrádmegyer, Petőfi út 139. | önkormányzat
1112 Budapest, Dayka G. u. 102-104. | katolikus egyház
5052 Újszász, Akácfa út 90. | önkormányzat
8900 Zalaegerszeg, Külsőkórház u. 2. | állam
8798 Zalabér , Templom tér 1. | önkormányzat
8900 Zalaegerszeg, Gasparich u.3. | önkormányzat
2373 Dabas-Gyón, Zárda köz 6. | katolikus egyház
7472 Szentbalázs, Fő u.96. | non-profit szervezet
